"Attr1","Attr2","Attr3","Attr4","Attr5","Attr6","Attr7","Attr8","Attr9","Attr10","Attr11","Attr12","Attr13","Attr14","Attr15","Attr16","Attr17","Attr18","Attr19","Attr20","Attr21","Attr22","Attr23","Attr24","Attr25","Attr26","Attr27","Attr28","Attr29","Attr30","Attr31","Attr32","Attr33","Attr34","Attr35","Attr36","Attr37","Attr38","Attr39","Attr40","Attr41","Attr42","Attr43","Attr44","Attr45","Attr46","Attr47","Attr48","Attr49","Attr50","Attr51","Attr52","Attr53","Attr54","Attr55","Attr56","Attr57","Attr58","Attr59","Attr60","Attr61","Attr62","Attr63","Attr64","class"
-0.034885,0.037783,0.073745,6.0422,178.59,0.11953,-0.03834,25.467,0.11009,0.96222,0.027385,-2.6214,0.32328,-0.03834,387.49,0.94196,26.467,-0.03834,-0.34826,39.16,0.7258,-0.025477,-0.31688,0.034569,0.21835,1.0334,-0.38764,0.080894,5.7699,0.18441,-0.34374,49.637,7.3534,2.8465,0.002541,0.11009,33.688,0.96449,0.023081,4.2895,0.025993,-0.23142,84.988,45.828,-2.9536,5.2346,40.085,-0.099408,-0.90297,2.3389,0.014626,0.13599,1.0555,1.058,43418,0.023081,-0.036255,1.2348,0.002362,9.3207,7.9646,48.491,7.5271,0.12076,0
0.21068,0.55503,0.028913,1.1136,-35.731,0,0.21121,0.80169,1.3317,0.44497,0.23761,0.83004,0.21915,0.21121,694.19,0.52579,1.8017,0.21121,0.1586,31.348,1.1795,0.21132,0.1582,0.21121,0.28887,0.52483,8.0046,0.040345,5.9186,0.41679,0.17843,82.723,4.4123,2.0228,0.20893,1.3317,0.5644,0.7444,0.1569,0.070649,0.063372,0.15869,72.741,41.394,1.8421,0.66416,37.181,0.1307,0.098147,0.51054,0.25446,0.22664,0.62091,1.0387,23969,0.1569,0.47346,0.84511,0.67293,11.644,8.8178,69.744,5.2334,1.8582,0
0.15292,0.83123,-0.055938,0.718,-53.668,0.1612,0.15292,0.19974,1.2639,0.16603,0.15292,0.77096,0.23302,0.15292,1530.4,0.2385,1.203,0.15292,0.17975,15.765,20.119,0.17754,0.17975,0.16127,0.16603,0.2385,2.6375,-0.065227,5.6159,0.97585,0.17975,107.56,3.3936,0.21359,0.17754,0.85715,0.16697,0.7989,0.20868,0.009675,0.12262,0.20868,60.278,44.513,4.1616,0.53274,19.925,0.13222,0.15541,0.17134,0.19836,0.29467,0.1936,0.93157,-23097,0.20878,0.92108,0.79122,3.8118,23.152,8.1999,85.1,4.2891,0.99205,0
0.035702,0.45352,0.092664,1.5558,-6.2512,0,0.034886,1.205,0.85221,0.54648,0.050366,0.20924,0.11662,0.034886,1665.6,0.21914,2.205,0.034886,0.040936,42.84,0.96834,0.03136,0.041893,0.034886,-0.036294,0.22094,2.0258,0.12512,6.2632,0.5144,0.057759,73.784,4.9469,1.8186,0.02744,0.85221,0.71988,0.76786,0.032199,0.12585,0.15771,0.036798,102.11,59.269,0.35693,0.95585,44.266,-0.033137,-0.038884,0.57195,0.16673,0.20215,0.73788,1.0368,169860,0.032199,0.06533,0.96088,0.4051,8.52,6.1584,71.408,5.1115,1.1507,0
0.028271,0.44558,0.61637,2.9545,36.927,0,0.042289,1.2442,3.8211,0.55442,0.099983,0.1341,0.031108,0.042289,1368.2,0.26677,2.2442,0.042289,0.011067,23.132,0.92189,0.099851,0.007399,0.21874,0.52233,0.23531,1.7307,9.0283,3.1926,0.032724,0.014369,30.904,11.811,8.3592,0.096347,3.8211,5.2954,0.68464,0.025214,1.0164,0.084186,0.026132,58.382,35.251,0.11675,2.1866,23.73,0.023274,0.006091,2.091,0.31536,0.084667,8.1209,10.028,960.35,0.025214,0.050992,0.98894,0.23488,15.779,10.354,30.124,12.116,55.97,0
0.06595,0.702,0.33464,2.5967,-8.0016,-0.061065,0.083537,0.4238,2.4866,0.29751,0.11578,0.3986,0.043615,0.083537,2362.6,0.15449,1.4245,0.083537,0.033595,42.81,1.0774,0.088422,0.026523,0.083537,0.004397,0.12944,2.7424,0.73419,3.3111,0.28232,0.033595,31.891,11.445,3.4168,0.087934,2.4866,0.5129,0.78994,0.035363,0.45688,0.20647,0.03556,65.829,23.019,0.22613,1.2051,44.38,0.063508,0.02554,0.77523,0.20957,0.087373,0.65273,1.7331,685,0.035363,0.22167,0.96791,1.6552,8.526,15.857,30.763,11.865,5.4555,0
0.15797,0.77663,0.053705,1.0692,-42.29,-0.040728,0.15797,0.28762,2.6777,0.22337,0.22884,0.20341,0.074724,0.15797,1416.7,0.25763,1.2876,0.15797,0.058996,37.764,1.1092,0,0.058996,0.16795,0.17653,0.25763,0,0.31653,3.4086,0.19931,0.13281,142.4,2.5632,2.5632,0.000315,2.6777,69.591,0.22337,0.000117,0.31998,0.61471,0,79.312,41.547,0.57021,0.71243,50.798,-0.042114,-0.015728,1.0692,0.77663,0.39014,1.3165,1.3165,137.59,0.25658,0.70721,0.79516,0,9.6653,8.7851,105.86,3.4478,15.782,0
0.040112,0.5857,0.006786,1.0131,-93.429,0,0.040112,0.70734,2.065,0.4143,0.05034,0.077429,0.14834,0.040112,697.87,0.52302,1.7073,0.040112,0.019425,60.64,1.0612,0,0.019425,0.061108,0.17172,0.52302,0,0.014282,3.9862,0.27659,0.04656,119.49,3.0546,2.7018,0.00329,2.065,2.912,0.47671,0.001593,0.038331,0.073336,0,89.258,28.618,0.11692,0.35086,79.131,-0.26622,-0.12892,0.89608,0.51805,0.32737,0.87191,1.0033,65.743,0.23367,0.096821,0.77979,0.15066,6.0191,12.754,91.568,3.9861,4.3459,0
0.117,0.24473,0.28933,3.0816,38.359,0,0.14457,3.0861,1.4638,0.75527,0.15364,1.0401,0.14281,0.14457,427.3,0.85419,4.0861,0.14457,0.09876,37.52,1.1591,0.14243,0.079932,0.32115,0.72348,0.74158,15.697,0.50612,4.8984,0.08425,0.099433,44.289,8.2637,4.6934,0.31828,1.4638,0.39967,0.75527,0.21744,1.0438,0.039426,0.097301,70.628,33.108,0.77759,1.999,47.815,0.077945,0.053248,1.7502,0.139,0.12101,1.3212,1.3212,3.0816,0.21744,0.15492,0.78294,0,9.7282,11.024,34.659,10.531,2.5606,0
-0.40337,0.22415,0.41654,3.3101,6.7991,0,-0.40337,3.4612,1.7799,0.77585,-0.38117,-2.237,-0.21504,-0.40337,-213.76,-1.7075,4.4612,-0.40337,-0.22663,79.308,0.89858,0,-0.22663,-0.38847,0.7668,-1.7075,0,1.0332,3.8761,0.091444,-0.46012,46.554,7.8403,6.307,0.36745,1.7799,70.772,0.77585,0.20644,0.35985,0.36219,0,109.09,29.783,-1.043,1.1653,99.848,-0.02063,-0.01159,2.6627,0.18032,0.12755,1.9245,1.9245,3131.4,0.20572,-0.51991,0.80753,0,4.6023,12.255,36.977,9.8709,4.415,0
0.095138,0.46878,0.13075,1.3274,-45.21,0,0.095138,1.1332,1.49,0.53122,0.11299,0.2382,0.11037,0.095138,1040.5,0.35081,2.1332,0.095138,0.063851,71.526,1.1488,0.10943,0.063851,0.1891,0.099575,0.35081,6.1288,0.27827,4.2092,0.26035,0.069919,102.81,3.5502,3.0247,0.072057,1.49,20.024,0.54311,0.04836,0.22282,0.087421,0.073444,108.07,36.542,0.32584,0.59631,75.16,0.040118,0.026925,1.1309,0.3994,0.28167,1.1306,1.1559,2116.6,0.04836,0.17909,0.93824,0.022389,5.1031,9.9886,97.839,3.7306,3.1712,0
-0.098413,0.80015,-0.16184,0.6695,-90.533,0,-0.096561,0.24977,1.1957,0.19985,-0.033167,-0.1972,-0.007048,-0.096561,-34657,-0.010532,1.2498,-0.096561,-0.080756,35.611,1.0554,-0.045303,-0.082305,-0.096561,0.002085,-0.012847,-0.71462,-0.24077,3.7041,0.66435,-0.042788,146.83,2.4859,1.5213,-0.021579,1.1957,0.76636,0.47541,-0.018047,0.02296,0.62272,-0.037888,96.642,61.031,-0.84361,0.43126,34.979,-0.13344,-0.1116,0.40971,0.48967,0.40226,0.29732,0.70727,-818.75,-0.018047,-0.49244,1.0793,1.3788,10.25,5.9806,149.48,2.4419,1.7789,0
0.087731,0.31229,0.11775,1.4281,-21.33,0.44255,0.088191,2.2022,1.0684,0.68771,0.088191,0.32066,0.09789,0.088191,740.39,0.49299,3.2022,0.088191,0.056076,46.474,0.95671,0.10142,0.055783,0.44414,0.68771,0.49151,0.68901,0.19392,4.2029,0.16202,0.056076,68.198,5.3521,0.32476,0.10142,1.5763,5.1672,0.72497,0.064487,0.21198,0.061412,0.064487,77.627,31.153,0.43811,0.70005,49.655,0.035657,0.022672,1.2577,0.27503,0.18684,1.1326,1.1939,1878.7,0.064063,0.12757,0.93594,0.054181,7.8539,11.716,63.829,5.7184,2.59,0
0.002017,0.098557,0.47593,5.8518,72.464,0,0.002017,9.1464,1.4401,0.90144,0.052319,0.020559,0.039772,0.002017,628.07,0.58115,10.146,0.002017,0.0014,49.232,1.1208,0.025603,0.0014,0.002017,0.8903,0.58115,0.50898,1.1173,3.6519,-0.023007,0.0014,25.104,14.539,14.471,0.013892,1.4401,1.4032,0.90144,0.009647,1.4009,0.040628,0.017778,110.66,61.427,0.010382,3.8716,49.712,-0.029657,-0.020594,5.8243,0.098093,0.068779,2.1162,2.1162,2135.1,0.009646,0.002237,0.99864,0,7.4138,5.942,24.862,14.681,3.3807,0
0.035382,0.25649,0.31582,3.4861,160.73,0.002448,0.044662,2.8988,0.42275,0.74351,0.063667,0.35157,0.17504,0.044662,1265.1,0.28851,3.8988,0.044662,0.10565,139.58,1.1092,0.049785,0.083694,0.044662,0.45687,0.25233,2.6196,0.56686,4.5467,0.24446,0.13012,124.49,3.0165,1.4941,0.050286,0.42275,2.4642,0.85763,0.11895,1.2131,0.10805,0.11777,249.31,109.73,0.21887,2.2135,153.98,0.020448,0.048369,1.7266,0.12704,0.33151,1.3345,1.5393,3.4861,0.11895,0.047587,0.90006,0.15348,2.6151,3.3262,109.68,3.3278,0.75878,0
0,0.56858,0.078242,1.1487,-1.9488,0,0.096378,0.75877,1.9612,0.43142,0.10644,0.1832,0.049142,0.096378,2153.3,0.16951,1.7588,0.096378,0.049142,16.447,1.2316,0.10597,0,0.14209,0.43142,0,10.534,0.19775,4.606,0.28775,0.049142,102.58,3.5582,3.2923,0.10597,1.9612,12.143,0.47391,0.05403,0.008053,0.17886,0.05403,111.68,95.235,0,0.98074,17.232,0.10597,0.05403,1.0629,0.52609,0.28104,1.0904,1.1977,3158,0.045529,0,0.95937,0.09849,22.192,3.8326,97.909,3.7279,4.9567,0
0.003451,0.63407,-0.086021,0.80236,-43.955,0,-0.14438,0.57711,1.6747,0.36593,-0.016065,-0.33173,-0.030427,-0.14438,-4541.8,-0.080365,1.5771,-0.14438,-0.086211,20.692,1.2341,-0.018261,0.002061,-0.13419,-0.016783,0.15278,-0.14231,-0.13218,4.2884,0.3762,-0.067797,94.528,3.8613,2.6505,-0.00585,1.6747,1.5802,0.52684,-0.003493,0.038723,0.2812,-0.010904,72.437,51.745,0.036352,0.58422,20.62,-0.11168,-0.066687,0.55075,0.43524,0.25898,0.56229,0.80955,-1671.1,-0.003493,0.009432,1.086,0.43974,17.639,7.0539,94.858,3.8478,2.5734,0
-0.55222,3.5789,-3.0498,0.14102,-163.66,-2.1192,-0.55222,-0.72058,6.6866,-2.5789,-0.52443,-0.15553,-0.070668,-0.55222,-2764.4,-0.13203,0.27942,-0.55222,-0.082586,9.8587,1.317,-0.52799,-0.082586,-0.55222,-2.6714,-0.13203,-18.997,-6.1083,3.0905,0.52728,-0.079096,180.36,2.0238,2.0077,-0.49877,6.6866,11.295,-2.5505,-0.074593,0.014959,-0.2661,-0.078963,24.433,14.574,-3.0576,0.090156,9.1744,-0.60768,-0.09088,0.13991,3.5505,0.49413,-5.1651,-5.1083,-3756,-0.074593,0.21413,1.0825,-0.010989,37.023,25.045,193.81,1.8833,13.392,0
0.16617,0.38735,0.51244,2.3229,37.836,0.22456,0.20558,1.5187,1.0974,0.58828,0.20558,0.53073,0.10086,0.20558,613.06,0.59537,2.5816,0.20558,0.089905,46.952,1.6336,0.20513,0.07267,0.27928,0.58828,0.49363,0.98446,5.1138,4.1506,0.066762,0.089905,67.852,5.3794,0.52958,0.20513,2.2932,228.45,0.58828,0.08971,0.61088,0.055328,0.08971,105.86,58.906,0.56493,1.5636,51.524,0.18009,0.07876,2.3229,0.38735,0.1859,5.8705,5.8705,7248,0.08874,0.28247,0.91126,0,7.7739,6.1964,61.831,5.9032,22.819,0
0.20921,0.70987,0.16649,1.3949,-14.867,0,0.20921,0.40872,2.0527,0.29013,0.23336,0.49623,0.12744,0.20921,990.49,0.36851,1.4087,0.20921,0.10192,41.864,1.2917,0.22926,0.10192,0.28099,0.25736,0.36851,9.493,0.40419,4.4981,0.29897,0.10979,81.322,4.4883,2.6657,0.1604,2.0527,1.2234,0.5784,0.07814,0.24481,0.084017,0.11169,86.219,44.355,0.88861,0.83647,45.413,0.17688,0.086169,0.82845,0.4216,0.2228,0.70436,1.4042,5242,0.07814,0.72108,0.90291,0.99356,8.7186,8.2291,74.968,4.8688,4.9833,0
0.16799,0.64221,0.18431,1.5371,5.5704,0,0.16799,0.55712,1.5721,0.35779,0.17395,0.48953,0.11038,0.16799,1350.8,0.27021,1.5571,0.16799,0.10686,38.009,1.0083,0,0.10686,0.20813,0.35143,0.27021,0,0.39005,4.4974,0.40822,0.23291,108.61,3.3607,1.7957,0.026761,1.5721,1.3508,0.62709,0.017023,0.009654,3.8601,0,121.7,83.689,1.0262,1.0601,51.812,-0.005546,-0.003528,0.82133,0.34315,0.29756,0.75717,1.3271,5794.1,0.26641,0.46951,0.73734,0.75267,9.603,4.3614,79.674,4.5812,3.3269,0
0.12607,0.67218,0.14068,1.2319,-26.753,0,0.15694,0.48769,3.3025,0.32781,0.18394,0.25869,0.066104,0.15694,1123.9,0.32477,1.4877,0.15694,0.047522,9.3663,1.0659,0.18217,0.038173,0.26821,0.26501,0.27884,6.7455,0.55682,3.202,0.20354,0.05164,71.169,5.1286,4.6288,0.19104,3.3025,10.115,0.39333,0.057848,0.46581,0.092002,0.055162,51.367,42.001,1.4876,1.0922,9.9414,0.1208,0.03658,1.1118,0.60667,0.19498,1.2975,1.5568,224,0.057848,0.38456,0.95263,0.19984,38.969,8.6904,67.052,5.4435,13.071,0
-0.071054,0.48771,0.17874,1.4928,-8.001,0,-0.068907,1.0504,2.1808,0.51229,-0.054388,-0.18997,-0.002124,-0.068907,-38438,-0.009496,2.0504,-0.068907,-0.031597,36.828,0.69115,-0.054474,-0.032582,-0.068907,0.36414,-0.013899,-3.752,0.38981,3.2723,0.20606,-0.025822,58.706,6.2174,4.6242,-0.074467,2.1808,0.76099,0.51229,-0.034147,0.12611,1.6586,-0.024979,82.971,46.143,-0.32292,0.88615,35.612,-0.11875,-0.054453,1.1102,0.36273,0.16084,1.1173,1.1173,334.62,-0.034147,-0.1387,1.0313,0,9.911,7.9102,60.711,6.0121,4.756,0
0.38476,0.29069,0.085607,1.3447,-3.0079,0,0.38476,2.4401,4.223,0.70931,0.3857,1.5492,0.10136,0.38476,247.88,1.4725,3.4401,0.38476,0.091112,10.082,0.81329,0.3857,0.091112,0.38476,0.39229,1.4725,410,0.12853,3.0265,0.057919,0.091334,22.753,16.042,13.706,0.23895,4.223,0.18057,0.70931,0.056583,0.19318,0.022588,0.091334,24.718,14.636,3.2984,0.875,10.687,0.34243,0.081087,1.1489,0.24835,0.062338,1.065,1.065,91,0.056583,0.54244,0.92956,0,36.202,24.939,21.466,17.004,6.3404,0
0.098945,0.56198,0.40533,1.7218,6.1588,0,0.1352,0.77943,3.9064,0.43802,0.28823,0.24075,0.055875,0.1352,939.75,0.3884,1.7794,0.1352,0.03461,31.574,0.7193,0.18982,0.025329,0.173,0.41519,0.32388,1.2404,12.251,3.7243,0.12083,0.047733,54.789,6.662,6.6573,0.1652,3.9064,4438,0.43802,0.04229,0.16881,0.068644,0.048593,81.487,49.913,0.29281,1.12,32.968,0.10675,0.027328,1.7206,0.56158,0.15011,13.239,13.239,2148.5,0.04229,0.22589,0.96678,0,11.56,7.3127,52.472,6.9561,118.07,0
0.080039,0.098524,0.099139,3.8224,-5.7198,0.039534,0.099892,9.1498,0.35466,0.90148,0.10017,2.8439,0.2973,0.099892,341.06,1.0702,10.15,0.099892,0.28165,27.583,3.8066,0.067047,0.22568,0.40711,0.75586,0.86871,236.8,0.11451,5.0921,0.2778,0.28165,57.111,6.5624,2.3396,0.13017,0.35466,1.695,0.96487,0.36703,2.1585,0.045238,0.18905,60.152,32.57,2.9864,3.0594,42.439,0.061498,0.1734,1.3628,0.035125,0.15238,1.0413,1.1145,3.8224,0.36703,0.088787,0.58849,0.070328,13.233,11.207,36.149,10.097,0.40966,0
0.099463,0.42046,0.021377,1.0674,-40.346,0,0.099463,1.3784,1.2697,0.57954,0.10583,0.31356,0.094237,0.099463,1282.6,0.28457,2.3784,0.099463,0.078338,30.072,1.172,0,0.078338,0.16859,0.36443,0.28457,0,0.03232,5.0545,0.31176,0.17593,120.6,3.0265,2.2833,0.060231,1.2697,3.4788,0.6468,0.047439,0.1473,0.69428,0,83.903,53.831,0.95084,0.73762,39.771,-0.020187,-0.015899,0.80527,0.31721,0.33042,0.87621,0.9779,2423.5,0.24388,0.17162,0.76938,0.11605,12.138,6.7805,91.189,4.0027,1.9196,0
0.076658,0.91661,0.06228,1.0679,-17.365,0,0.098366,0.090973,4.3308,0.083387,0.1481,0.10731,0.02587,0.098366,2986.2,0.12223,1.091,0.098366,0.022713,22.2,0.7258,0.14735,0.017701,0.098366,0.076658,0.098547,2.9628,2.9507,3.4731,0.15387,0.022718,79.973,4.564,4.564,0.14736,4.3308,30.082,0.083387,0.034026,0.27302,0.18974,0.034024,61.41,39.209,0.29102,0.78057,22.982,0.13368,0.030868,1.0679,0.91661,0.2191,3.9507,3.9507,185.13,0.034026,0.91931,0.97729,0,16.441,9.309,77.252,4.7248,205.19,0
0.23227,0.47536,0.20551,1.5333,-10.706,0.23778,0.28773,1.1018,1.0406,0.52376,0.28773,0.74671,0.06252,0.28773,492.99,0.74037,2.1037,0.28773,0.051113,23.45,1.2115,0.2362,0.041261,0.29615,0.52376,0.62369,0.4366,0.50226,3.9811,0.074739,0.051113,25.998,14.04,0.49688,0.2362,5.7225,2.5457,0.61379,0.041958,0.1491,0.052024,0.041958,34.584,11.135,0.64223,0.59476,24.401,0.17199,0.030552,1.2429,0.38533,0.071228,1.2801,1.5001,1967.8,0.03898,0.44346,0.96102,0.17189,15.565,32.78,24.985,14.609,13.758,0
0.049552,0.76815,0.00115,1.0016,-56.594,0,0.049552,0.30183,2.9033,0.23185,0.11763,0.068022,0.027111,0.049552,3562.2,0.10247,1.3018,0.049552,0.017068,41.97,1.1007,0.10739,0.017068,0.093952,0.22787,0.10247,1.5775,0.004254,4.6421,0.2564,0.035291,95.608,3.8177,3.6204,0.12224,2.9033,30.767,0.24471,0.042103,0.1698,0.18751,0.03699,76.177,34.207,0.14843,0.5433,43.815,0.078235,0.026947,0.94983,0.72846,0.26194,0.85747,0.90504,50.453,0.042103,0.21372,0.98306,0.055483,8.6967,10.67,91.583,3.9855,10.737,0
